ZIP Code Standard,Zip Codes Clean,City ,State,County,Crime Rate ,Urban or Rural,Population (2010 US Census),Low Access Tract 1and10,Vehicle Access,Low Income Tracts,Poverty Rate,Poverty Tract (At or > 20%),Median Family Income,"Family Income Tract (At or < $59,039)",Low Access to Supermarket,Risk of Of Being Distant from SM,Access to Exercise (%),Lack of Exercise Access,High School Graduation Rate,Below National Average (84.6%),Percentage Unemployed,Unemployed Tract (National Average = 3.7%,Percentage Uninsured,Uninsured Tract (National Average = 8.8%
92037,92037,La Jolla,California,San Diego,1,1,4208,0,0,0,4.7,0,102404,0,0,0,0.97,0,0.81,1,0.04,1,0.08,0
80022,80022,COMMERCE CITY,Colorado,Adams,1,1,5742,0,0,1,18.1,0,51044,1,0,0,0.99,0,0.83,1,0.026,0,0.07,0
80031,80031,WESTMINSTER,Colorado,Adams,1,1,6655,0,0,1,13.3,0,62726,0,0,0,0.99,0,0.83,1,0.026,0,0.07,0
80035,80035,WESTMINSTER,Colorado,Adams,0,1,5383,0,0,1,24.4,1,36825,1,0,0,0.92,0,0.75,1,0.031,0,0.12,1
80036,80036,WESTMINSTER,Colorado,Adams,0,1,6099,0,0,0,9.9,0,72972,0,0,0,0.92,0,0.75,1,0.031,0,0.12,1
80221,80221,DENVER,Colorado,Adams,1,1,7814,0,0,0,2.4,0,88929,0,414.353076,0,0.99,0,0.83,1,0.026,0,0.07,0
80601,80601,BRIGHTON,Colorado,Adams,1,1,3732,0,1,1,58.4,1,27432,1,0,0,0.92,0,0.75,1,0.031,0,0.12,1
80602,80602,BRIGHTON,Colorado,Adams,1,1,3758,0,0,1,53.4,1,21296,1,0,0,0.92,0,0.75,1,0.031,0,0.12,1
80010,80010,AURORA,Colorado,Arapahoe,1,1,1883,0,1,1,33.2,1,19697,1,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80011,80011,AURORA,Colorado,Arapahoe,1,1,2301,0,0,1,23.4,1,45391,1,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80012,80012,AURORA,Colorado,Arapahoe,1,1,3224,0,1,1,35.6,1,29537,1,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80014,80014,AURORA,Colorado,Arapahoe,0,1,3594,0,0,1,16.8,0,61349,0,102.9079704,0,0.99,0,0.81,1,0.028,0,0.09,1
80015,80015,AURORA,Colorado,Arapahoe,0,1,4747,0,0,0,9.3,0,74359,0,179.5937039,0,0.99,0,0.81,1,0.028,0,0.09,1
80016,80016,AURORA,Colorado,Arapahoe,1,1,3616,0,0,0,6.4,0,111250,0,40.39233398,0,0.99,0,0.81,1,0.028,0,0.09,1
80017,80017,AURORA,Colorado,Arapahoe,1,1,3146,0,0,0,4.3,0,98147,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80018,80018,AURORA,Colorado,Arapahoe,1,1,4574,0,0,0,4.6,0,93194,0,318.9961984,0,0.99,0,0.81,1,0.028,0,0.09,1
80019,80019,AURORA,Colorado,Arapahoe,1,1,2539,0,0,1,9,0,53950,1,0,0,0.99,0,0.83,1,0.026,0,0.07,0
80040,80040,AURORA,Colorado,Arapahoe,1,1,3616,0,0,0,6.4,0,111250,0,40.39233398,0,0.99,0,0.83,1,0.026,0,0.07,0
80042,80042,AURORA,Colorado,Arapahoe,0,1,2899,0,0,0,6.2,0,141354,0,748.2515773,0,0.99,0,0.81,1,0.028,0,0.09,1
80044,80044,AURORA,Colorado,Arapahoe,1,1,3547,0,0,0,7.2,0,108583,0,3542.815479,1,0.99,0,0.81,1,0.028,0,0.09,1
80046,80046,AURORA,Colorado,Arapahoe,1,1,2106,0,0,0,5.3,0,112955,0,647.4200568,0,0.99,0,0.81,1,0.028,0,0.09,1
80047,80047,AURORA,Colorado,Arapahoe,0,1,2326,0,0,0,6.6,0,128977,0,1260.652508,1,0.99,0,0.81,1,0.028,0,0.09,1
80102,80102,BENNETT,Colorado,Arapahoe,1,1,3547,0,0,0,7.2,0,108583,0,3542.815479,1,0.93,0,0.9,0,0.024,0,0.04,0
80103,80103,Byers,Colorado,Arapahoe,1,1,1748,0,0,0,1.2,0,203077,0,395.4647646,0,0.93,0,0.9,0,0.024,0,0.04,0
80105,80105,DEER TRAIL,Colorado,Arapahoe,1,1,2106,0,0,0,5.3,0,112955,0,647.4200568,0,0.57,1,0.86,0,0.024,0,0.07,0
80110,80110,ENGLEWOOD,Colorado,Arapahoe,1,1,2899,0,0,0,11.8,0,68163,0,453.7437005,0,0.99,0,0.81,1,0.028,0,0.09,1
80111,80111,ENGLEWOOD,Colorado,Arapahoe,0,1,3210,0,0,0,5.3,0,75477,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80112,80112,ENGLEWOOD,Colorado,Arapahoe,0,1,4271,0,0,0,2.9,0,110469,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80113,80113,ENGLEWOOD,Colorado,Arapahoe,0,1,5609,0,0,0,8.1,0,74171,0,0,0,0.93,0,0.9,0,0.024,0,0.04,0
80120,80120,LITTLETON,Colorado,Arapahoe,0,1,5322,0,0,0,3.4,0,111900,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80121,80121,LITTLETON,Colorado,Arapahoe,0,1,3028,0,0,0,3,0,99286,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80122,80122,LITTLETON,Colorado,Arapahoe,0,1,3189,0,0,0,1.5,0,120536,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80123,80123,LITTLETON,Colorado,Arapahoe,1,1,3002,0,0,0,3.9,0,107500,0,311.7657513,0,0.93,0,0.9,0,0.024,0,0.04,0
80125,80125,LITTLETON,Colorado,Arapahoe,0,1,2959,0,0,0,3.6,0,85288,0,2244.378013,1,0.99,0,0.81,1,0.028,0,0.09,1
80126,80126,LITTLETON,Colorado,Arapahoe,0,1,4789,0,0,0,5.4,0,102177,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80127,80127,LITTLETON,Colorado,Arapahoe,0,1,1825,0,0,0,1.5,0,250000,0,498.7962802,0,0.99,0,0.81,1,0.028,0,0.09,1
80128,80128,LITTLETON,Colorado,Arapahoe,0,1,3593,0,1,1,24.2,1,49113,1,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80129,80129,LITTLETON,Colorado,Arapahoe,0,1,2391,0,0,0,3.2,0,96458,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80129,80129,LITTLETON,Colorado,Arapahoe,0,1,2391,0,0,0,3.2,0,96458,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80130,80130,LITTLETON,Colorado,Arapahoe,0,1,4032,0,0,1,21.4,1,42454,1,0,0,0.88,0,0.76,1,0.033,0,0.07,0
80136,80136,STRASBURG,Colorado,Arapahoe,1,1,3091,0,0,1,10.4,0,62888,0,0,0,0.93,0,0.9,0,0.024,0,0.04,0
80150,80150,ENGLEWOOD,Colorado,Arapahoe,1,1,6739,0,0,0,5.7,0,92188,0,6176.730658,1,0.93,0,0.9,0,0.024,0,0.04,0
80155,80155,ENGLEWOOD,Colorado,Arapahoe,0,1,2215,0,0,0,1.2,0,179125,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80026,80026,LAFAYETTE,Colorado,Boulder,0,1,3556,0,0,1,46.8,1,78750,0,0,0,0.97,0,0.88,0,0.024,0,0.07,0
80027,80027,LOUISVILLE,Colorado,Boulder,0,1,4202,0,0,1,31.4,1,87938,0,0,0,0.92,0,0.75,1,0.031,0,0.12,1
80301,80301,BOULDER,Colorado,Boulder,0,1,6466,0,0,1,16,0,75662,0,0,0,0.97,0,0.88,0,0.024,0,0.07,0
80302,80302,BOULDER,Colorado,Boulder,1,1,3804,0,0,0,11.1,0,131875,0,100.989993,0,0.97,0,0.88,0,0.024,0,0.07,0
80303,80303,BOULDER,Colorado,Boulder,1,1,2538,0,0,0,13.2,0,103086,0,149.0766888,0,0.97,0,0.88,0,0.024,0,0.07,0
80304,80304,BOULDER,Colorado,Boulder,0,1,5589,0,0,0,10.9,0,88353,0,559.3862435,0,0.97,0,0.88,0,0.024,0,0.07,0
80305,80305,BOULDER,Colorado,Boulder,0,1,3388,0,0,1,26.2,1,147500,0,168.2225794,0,0.97,0,0.88,0,0.024,0,0.07,0
80306,80306,BOULDER,Colorado,Boulder,0,1,5847,0,0,1,37.7,1,74421,0,0,0,0.99,0,0.83,1,0.026,0,0.07,0
80308,80308,BOULDER,Colorado,Boulder,0,1,5452,0,0,0,10.4,0,88571,0,2177.927014,1,0.99,0,0.83,1,0.026,0,0.07,0
80455,80455,JAMESTOWN,Colorado,Boulder,0,1,6081,0,1,1,25,1,61833,0,290.5265942,0,0.99,0,0.83,1,0.026,0,0.07,0
80466,80466,NEDERLAND,Colorado,Boulder,1,1,3247,0,0,0,8,0,118250,0,65.28350206,0,0.99,0,0.83,1,0.026,0,0.07,0
80481,80481,WARD,Colorado,Boulder,1,1,6265,0,0,1,23.4,1,81875,0,0,0,0.78,0,0.9,0,0.022,0,0.1,1
80501,80501,LONGMONT,Colorado,Boulder,1,1,6196,0,0,1,30.9,1,60781,0,0,0,0.97,0,0.88,0,0.024,0,0.07,0
80502,80502,LONGMONT,Colorado,Boulder,0,1,5699,0,0,1,61.7,1,120714,0,0,0,0.97,0,0.88,0,0.024,0,0.07,0
80503,80503,LONGMONT,Colorado,Boulder,1,1,2451,0,0,0,15.1,0,93182,0,165.496233,0,0.97,0,0.88,0,0.024,0,0.07,0
80504,80504,LONGMONT,Colorado,Boulder,0,1,4102,0,0,0,11.5,0,154896,0,376.4332499,0,0.97,0,0.88,0,0.024,0,0.07,0
80510,80510,ALLENSPARK,Colorado,Boulder,0,1,4770,0,0,0,10.5,0,129263,0,0.321117729,0,0.93,0,0.79,1,0.024,0,0.07,0
80540,80540,LYONS,Colorado,Boulder,1,1,2833,0,0,0,19.2,0,88276,0,199.2747684,0,0.8,0,0.82,1,0.027,0,0.09,1
80544,80544,NIWOT,Colorado,Boulder,0,1,4316,0,0,0,5.9,0,133750,0,3071.844428,1,0.93,0,0.79,1,0.024,0,0.07,0
81201,81201,Monarch,Colorado,Chaffee,1,1,2541,0,0,1,6.2,0,46173,1,127.2831364,0,0.97,0,0.81,1,0.023,0,0.09,1
80201,80201,DENVER,Colorado,Denver,0,1,3109,0,0,0,8.5,0,102222,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80202,80202,DENVER,Colorado,Denver,1,1,3874,0,0,1,10.5,0,56071,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80203,80203,DENVER,Colorado,Denver,1,1,3916,0,0,1,27.2,1,67500,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80204,80204,DENVER,Colorado,Denver,1,1,5003,0,0,0,10,0,73409,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80205,80205,DENVER,Colorado,Denver,1,1,4036,0,0,0,7.5,0,107097,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80206,80206,DENVER,Colorado,Denver,1,1,4504,0,1,0,10.3,0,112500,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80207,80207,DENVER,Colorado,Denver,1,1,3209,0,0,1,20.6,1,56944,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80209,80209,DENVER,Colorado,Denver,1,1,5314,0,0,0,17.2,0,108368,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80210,80210,DENVER,Colorado,Denver,0,1,1814,0,0,0,9.6,0,119250,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80211,80211,DENVER,Colorado,Denver,1,1,5424,0,1,1,25,1,76875,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80212,80212,DENVER,Colorado,Denver,1,1,2552,0,0,1,24.3,1,47083,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80214,80214,DENVER,Colorado,Denver,1,1,4166,0,1,1,30.7,1,38710,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80215,80215,DENVER,Colorado,Denver,1,1,5574,0,0,1,45.8,1,25926,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80216,80216,DENVER,Colorado,Denver,1,1,1448,0,1,1,84.3,1,10000,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80217,80217,DENVER,Colorado,Denver,0,1,5376,0,0,1,25.8,1,49217,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80218,80218,DENVER,Colorado,Denver,1,1,6111,0,0,1,32.2,1,34714,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80219,80219,DENVER,Colorado,Denver,0,1,5127,0,1,1,35,1,39670,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80220,80220,DENVER,Colorado,Denver,1,1,3631,0,1,1,29.3,1,37321,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80221,80221,DENVER,Colorado,Denver,1,1,3941,0,1,1,27.8,1,30972,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80221-0027,80221,DENVER,Colorado,Denver,1,1,3941,0,1,1,27.8,1,30972,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80222,80222,DENVER,Colorado,Denver,1,1,2601,0,1,1,27.5,1,36589,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80223,80223,DENVER,Colorado,Denver,0,1,3115,0,1,0,17.3,0,73929,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80223-2952,80223,DENVER,Colorado,Denver,0,1,3115,0,1,0,17.3,0,73929,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80224,80224,DENVER,Colorado,Denver,1,1,4972,0,0,1,23,1,46576,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80224-2916,80224,DENVER,Colorado,Denver,1,1,4972,0,0,1,23,1,46576,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80226,80226,DENVER,Colorado,Denver,1,1,3926,0,0,1,18.5,0,44250,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80227,80227,DENVER,Colorado,Denver,1,1,5750,0,1,1,29.9,1,38552,1,73.90458393,0,0.99,0,0.67,1,0.028,0,0.1,1
80228,80228,DENVER,Colorado,Denver,1,1,4070,0,0,1,30.2,1,32372,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80228-4867,80228,DENVER,Colorado,Denver,1,1,4070,0,0,1,30.2,1,32372,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80229,80229,DENVER,Colorado,Denver,1,1,2218,0,0,1,19.7,0,59754,0,260.5144269,0,0.99,0,0.67,1,0.028,0,0.1,1
80229-2028,80229,DENVER,Colorado,Denver,1,1,2218,0,0,1,19.7,0,59754,0,260.5144269,0,0.99,0,0.67,1,0.028,0,0.1,1
80229-2493,80229,DENVER,Colorado,Denver,1,1,2218,0,0,1,19.7,0,59754,0,260.5144269,0,0.99,0,0.67,1,0.028,0,0.1,1
80229-2906,80229,DENVER,Colorado,Denver,1,1,2218,0,0,1,19.7,0,59754,0,260.5144269,0,0.99,0,0.67,1,0.028,0,0.1,1
80229-4263,80229,DENVER,Colorado,Denver,1,1,2218,0,0,1,19.7,0,59754,0,260.5144269,0,0.99,0,0.67,1,0.028,0,0.1,1
80229-4267,80229,DENVER,Colorado,Denver,1,1,2218,0,0,1,19.7,0,59754,0,260.5144269,0,0.99,0,0.67,1,0.028,0,0.1,1
80231,80231,DENVER,Colorado,Denver,0,1,7685,0,1,1,27.7,1,49291,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80232,80232,DENVER,Colorado,Denver,1,1,4350,0,1,0,16,0,151019,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80233,80233,DENVER,Colorado,Denver,0,1,3648,0,1,1,21.9,1,187946,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80233-1360,80233,DENVER,Colorado,Denver,0,1,3648,0,1,1,21.9,1,187946,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80233-4225,80233,DENVER,Colorado,Denver,0,1,3648,0,1,1,21.9,1,187946,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80234,80234,DENVER,Colorado,Denver,0,1,3209,0,0,1,24.9,1,37298,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80234-2173,80234,DENVER,Colorado,Denver,0,1,3209,0,0,1,24.9,1,37298,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80234-2494,80234,DENVER,Colorado,Denver,0,1,3209,0,0,1,24.9,1,37298,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80234-3376,80234,DENVER,Colorado,Denver,0,1,3209,0,0,1,24.9,1,37298,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80234-3501,80234,DENVER,Colorado,Denver,0,1,3209,0,0,1,24.9,1,37298,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80234-3821,80234,DENVER,Colorado,Denver,0,1,3209,0,0,1,24.9,1,37298,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80234-3929,80234,DENVER,Colorado,Denver,0,1,3209,0,0,1,24.9,1,37298,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80235,80235,DENVER,Colorado,Denver,0,1,2910,0,0,1,46.2,1,17969,1,57.01533508,0,0.99,0,0.67,1,0.028,0,0.1,1
80236,80236,DENVER,Colorado,Denver,1,1,705,0,0,0,11.3,0,0,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80237,80237,DENVER,Colorado,Denver,1,1,1577,0,0,0,9.8,0,130469,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80238,80238,DENVER,Colorado,Denver,0,1,4879,0,1,1,32.1,1,50871,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80239,80239,DENVER,Colorado,Denver,1,1,4831,0,1,1,23.8,1,60197,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80239-3642,80239,DENVER,Colorado,Denver,1,1,4831,0,1,1,23.8,1,60197,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80241,80241,DENVER,Colorado,Denver,1,1,1687,0,0,1,25.5,1,87917,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80241-1577,80241,DENVER,Colorado,Denver,1,1,1687,0,0,1,25.5,1,87917,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80241-1746,80241,DENVER,Colorado,Denver,1,1,1687,0,0,1,25.5,1,87917,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80241-2140,80241,DENVER,Colorado,Denver,1,1,1687,0,0,1,25.5,1,87917,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80246,80246,DENVER,Colorado,Denver,1,1,3338,0,0,1,25.9,1,67750,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80247,80247,DENVER,Colorado,Denver,0,1,3087,0,0,1,25.7,1,27321,1,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80249,80249,DENVER,Colorado,Denver,1,1,2736,0,0,1,20.4,1,100179,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80249-7202,80249,DENVER,Colorado,Denver,1,1,2736,0,0,1,20.4,1,100179,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80250,80250,DENVER,Colorado,Denver,1,1,3001,0,1,0,15.1,0,78816,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80260,80260,DENVER,Colorado,Denver,1,1,4600,0,0,0,19,0,88563,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80260-4868,80260,DENVER,Colorado,Denver,1,1,4600,0,0,0,19,0,88563,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80260-5054,80260,DENVER,Colorado,Denver,1,1,4600,0,0,0,19,0,88563,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80260-6142,80260,DENVER,Colorado,Denver,1,1,4600,0,0,0,19,0,88563,0,0,0,0.99,0,0.67,1,0.028,0,0.1,1
80264,80264,DENVER,Colorado,Denver,0,1,5323,0,0,0,14.5,0,104750,0,0,0,0.97,0,0.88,0,0.024,0,0.07,0
80104,80104,CASTLE ROCK,Colorado,Douglas,0,1,3742,0,0,0,9.9,0,70786,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80104-2523,80104,CASTLE ROCK,Colorado,Douglas,0,1,3742,0,0,0,9.9,0,70786,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80104-3418,80104,CASTLE ROCK,Colorado,Douglas,0,1,3742,0,0,0,9.9,0,70786,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80104-7427,80104,CASTLE ROCK,Colorado,Douglas,0,1,3742,0,0,0,9.9,0,70786,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80104,80104,CASTLE ROCK,Colorado,Douglas,0,1,3742,0,0,0,9.9,0,70786,0,0,0,0.99,0,0.81,1,0.028,0,0.09,1
80108,80108,CASTLE ROCK,Colorado,Douglas,0,1,3733,0,0,0,2.2,0,104115,0,1048.958823,1,0.93,0,0.9,0,0.024,0,0.04,0
80109,80109,CASTLE ROCK,Colorado,Douglas,0,1,4596,0,0,0,8.4,0,95072,0,262.9193765,0,0.99,0,0.81,1,0.028,0,0.09,1
80118,80118,LARKSPUR,Colorado,Douglas,0,1,6306,0,0,0,2.2,0,116818,0,6006.716204,1,0.99,0,0.81,1,0.028,0,0.09,1
80124,80124,LONE TREE,Colorado,Douglas,0,1,6263,0,0,0,2.4,0,127625,0,4941.920286,1,0.99,0,0.81,1,0.028,0,0.09,1
80134,80134,PARKER,Colorado,Douglas,0,1,6586,0,0,0,5.4,0,134618,0,6585.999989,1,0.93,0,0.9,0,0.024,0,0.04,0
80135,80135,SEDALIA,Colorado,Douglas,0,1,4382,0,0,0,5,0,98162,0,505.8952566,0,0.99,0,0.81,1,0.028,0,0.09,1
80138,80138,PARKER,Colorado,Douglas,0,1,6242,0,0,0,1.8,0,90037,0,6005.574367,1,0.99,0,0.81,1,0.028,0,0.09,1
80132,80132,MONUMENT,Colorado,El Paso,0,1,1286,0,0,1,17.6,0,40714,1,0,0,0.93,0,0.9,0,0.024,0,0.04,0
80133,80133,Palmer Lake,Colorado,El Paso,0,1,5068,0,0,0,16.2,0,64107,0,196.9326303,0,0.88,0,0.76,1,0.033,0,0.07,0
80817,80817,FOUNTAIN,Colorado,El Paso,0,1,2303,0,0,0,6.8,0,108860,0,0,0,0.88,0,0.76,1,0.033,0,0.07,0
80906,80906,COLORADO SPRINGS,Colorado,El Paso,0,1,3169,0,0,0,8.8,0,70439,0,0,0,0.88,0,0.76,1,0.033,0,0.07,0
80907,80907,COLORADO SPRINGS,Colorado,El Paso,1,1,4548,0,0,1,16.9,0,58378,1,84.92608559,0,0.88,0,0.76,1,0.033,0,0.07,0
80907-5529,80907,COLORADO SPRINGS,Colorado,El Paso,1,1,4548,0,0,1,16.9,0,58378,1,84.92608559,0,0.88,0,0.76,1,0.033,0,0.07,0
80916,80916,COLORADO SPRINGS,Colorado,El Paso,1,1,2285,0,1,1,11.8,0,56288,1,83.88489807,0,0.88,0,0.76,1,0.033,0,0.07,0
80917,80917,COLORADO SPRINGS,Colorado,El Paso,1,1,1973,0,0,0,19.1,0,78333,0,0,0,0.88,0,0.76,1,0.033,0,0.07,0
80918,80918,COLORADO SPRINGS,Colorado,El Paso,1,1,3013,0,0,1,19.4,0,54306,1,0,0,0.88,0,0.76,1,0.033,0,0.07,0
80918-2221,80918,COLORADO SPRINGS,Colorado,El Paso,1,1,3013,0,0,1,19.4,0,54306,1,0,0,0.88,0,0.76,1,0.033,0,0.07,0
80919,80919,COLORADO SPRINGS,Colorado,El Paso,1,1,3182,0,0,1,28.8,1,39545,1,0,0,0.88,0,0.76,1,0.033,0,0.07,0
80920,80920,COLORADO SPRINGS,Colorado,El Paso,0,1,2613,0,1,0,13,0,82875,0,195.1035538,0,0.88,0,0.76,1,0.033,0,0.07,0
80921,80921,COLORADO SPRINGS,Colorado,El Paso,0,1,4693,0,0,1,13.3,0,56056,1,9.316299438,0,0.88,0,0.76,1,0.033,0,0.07,0
80925,80925,COLORADO SPRINGS,Colorado,El Paso,0,1,2337,0,0,0,16.7,0,63229,0,0,0,0.88,0,0.76,1,0.033,0,0.07,0
81601,81601,GLENWOOD SPRINGS,Colorado,Garfield,0,1,8075,0,0,0,9.1,0,62136,0,2103.164561,1,0.87,0,0.85,0,0.029,0,0.15,1
81602,81602,GLENWOOD SPRINGS,Colorado,Garfield,0,1,4202,0,0,0,5.8,0,73882,0,1510.406752,1,0.87,0,0.85,0,0.029,0,0.15,1
81630,81630,De Beque,Colorado,Garfield,0,1,7097,0,0,0,8.8,0,80344,0,5289.282536,1,0.87,0,0.85,0,0.029,0,0.15,1
81650,81650,RIFLE,Colorado,Garfield,0,1,7097,0,0,0,8.8,0,80344,0,5289.282536,1,0.87,0,0.85,0,0.029,0,0.15,1
81230,81230,GUNNISON,Colorado,Gunnison,1,1,6124,0,0,1,33.5,1,56065,1,141.8683132,0,0.91,0,0.95,0,0.02,0,0.1,1
80001,80001,ARVADA,Colorado,Jefferson,0,1,3541,0,0,0,5.4,0,118036,0,1577.72876,1,0.99,0,0.83,1,0.026,0,0.07,0
80002,80002,ARVADA,Colorado,Jefferson,0,1,1611,0,0,0,7.6,0,82788,0,390.114236,0,0.99,0,0.83,1,0.026,0,0.07,0
80003,80003,ARVADA,Colorado,Jefferson,0,1,4956,0,0,0,3.3,0,107500,0,4956.00001,1,0.99,0,0.83,1,0.026,0,0.07,0
80003,80004,ARVADA,Colorado,Jefferson,0,1,4956,0,0,0,3.3,0,107500,0,4956.00001,1,0.99,0,0.83,1,0.026,0,0.07,0
80003,80005,ARVADA,Colorado,Jefferson,0,1,4956,0,0,0,3.3,0,107500,0,4956.00001,1,0.99,0,0.83,1,0.026,0,0.07,0
80004,80004,ARVADA,Colorado,Jefferson,0,1,4659,0,0,0,5,0,89211,0,4381.602078,1,0.99,0,0.83,1,0.026,0,0.07,0
80004,80004,ARVADA,Colorado,Jefferson,0,1,4659,0,0,0,5,0,89211,0,4381.602078,1,0.99,0,0.83,1,0.026,0,0.07,0
80004,80004,ARVADA,Colorado,Jefferson,0,1,4659,0,0,0,5,0,89211,0,4381.602078,1,0.99,0,0.83,1,0.026,0,0.07,0
80005,80005,ARVADA,Colorado,Jefferson,0,1,5028,0,0,0,7.6,0,93281,0,2490.115822,1,0.99,0,0.83,1,0.026,0,0.07,0
80005,80005,ARVADA,Colorado,Jefferson,0,1,5028,0,0,0,7.6,0,93281,0,2490.115822,1,0.99,0,0.83,1,0.026,0,0.07,0
80005,80005,ARVADA,Colorado,Jefferson,0,1,5028,0,0,0,7.6,0,93281,0,2490.115822,1,0.99,0,0.83,1,0.026,0,0.07,0
80005,80005,ARVADA,Colorado,Jefferson,0,1,5028,0,0,0,7.6,0,93281,0,2490.115822,1,0.99,0,0.83,1,0.026,0,0.07,0
80006,80006,ARVADA,Colorado,Jefferson,0,1,6180,0,0,0,4.6,0,85978,0,404.720836,0,0.99,0,0.83,1,0.026,0,0.07,0
80007,80007,ARVADA,Colorado,Jefferson,0,1,5344,0,1,0,4.8,0,90798,0,412.8844584,0,0.99,0,0.83,1,0.026,0,0.07,0
80020,80020,BROOMFIELD,Colorado,Jefferson,0,1,1857,0,0,0,2.2,0,98229,0,17.65608931,0,0.99,0,0.83,1,0.026,0,0.07,0
80020,80020,BROOMFIELD,Colorado,Jefferson,0,1,1857,0,0,0,2.2,0,98229,0,17.65608931,0,0.99,0,0.83,1,0.026,0,0.07,0
80020,80020,BROOMFIELD,Colorado,Jefferson,0,1,1857,0,0,0,2.2,0,98229,0,17.65608931,0,0.99,0,0.83,1,0.026,0,0.07,0
80020,80020,BROOMFIELD,Colorado,Jefferson,0,1,1857,0,0,0,2.2,0,98229,0,17.65608931,0,0.99,0,0.83,1,0.026,0,0.07,0
